TreeID,qLegalStatus,qSpecies,qAddress,SiteOrder,qSiteInfo,qCaretaker,PlantDate,DBH,PlotSize,Latitude,Longitude
213395,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,850 Quintara St,6,Sidewalk: Curb side : Cutout,Private,,3,Width 2ft,37.7487738,-122.4748415
122256,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1415 Clement St,1,Sidewalk: Curb side : Cutout,Private,,22,Width 3ft,37.78241897,-122.4744277
192136,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',259 07th St,3,Sidewalk: Curb side : Cutout,Private,,13,Width 3ft,37.77730805,-122.4083764
87179,DPW Maintained,Prunus cerasifera :: Cherry Plum,1850 Rivera St,2,Sidewalk: Curb side : Cutout,Private,1/24/08 0:00,2,3x3,37.746399,-122.4863935
213347,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,529 Victoria St,1,Sidewalk: Property side : Yard,Private,,8,Width 10ft,37.72026358,-122.4654496
218600,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,3580 19th Ave,1,Sidewalk: Curb side : Yard,Private,,2,Width 3ft,37.72612823,-122.4747429
210020,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,851 Rockdale Dr,2,Sidewalk: Curb side : Cutout,Private,,13,Width 3ft,37.74122645,-122.4538331
100509,Undocumented,Arbutus 'Marina' :: Hybrid Strawberry Tree,1X Treat Ave,1,Sidewalk: Property side : Cutout,Private,,3,18x18,37.76863376,-122.4117436
68325,DPW Maintained,Prunus cerasifera :: Cherry Plum,841 Ellis St,1,Sidewalk: Curb side : Cutout,Private,8/9/93 0:00,7,,37.7838605,-122.4201233
55489,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,639 Steiner St,1,Sidewalk: Curb side : Cutout,Private,11/30/72 0:00,12,,37.77525194,-122.4328438
9390,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,416 Gold Mine Dr,1,Sidewalk: Curb side : Cutout,DPW,6/3/92 0:00,30,3X3,37.73924518,-122.438043
9038,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,5424 Geary Blvd,1,Sidewalk: Curb side : Cutout,DPW,,14,3X3,37.78054741,-122.4778323
214552,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,910 Irving St,1,Sidewalk: Curb side : Cutout,Private,,3,Width 3ft,37.76406481,-122.4677411
5620,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1198 Dolores St,1,Sidewalk: Curb side : Cutout,DPW,,70,3X3,37.75036344,-122.4251652
113458,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',14 Leroy Pl,1,Sidewalk: Curb side : Cutout,Private,,9,3x3,37.79193274,-122.4150292
208823,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,137 Acadia St,3,Sidewalk: Curb side : Cutout,Private,,8,Width 3ft,37.7321592,-122.4375296
66052,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,2153 North Point St,1,Sidewalk: Curb side : Cutout,Private,7/31/90 0:00,5,,37.80281284,-122.4426192
26296,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1900X San Jose Ave,15,Sidewalk: Curb side : Cutout,DPW,6/23/97 0:00,3,3X3,37.72521042,-122.4429865
135575,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,700 The Embarcadero,3,Sidewalk: Curb side : Cutout,Private,,6,Width 4ft,37.7971696,-122.3961135
200396,DPW Maintained,Lophostemon confertus :: Brisbane Box,1001x Harrison St,3,Sidewalk: Curb side : Cutout,Private,,2,Width 8ft,37.77685503,-122.4043412
112253,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,3401 Washington St,1,Sidewalk: Curb side : Cutout,Private,,12,3x3,37.78965879,-122.4491506
10074,DPW Maintained,Lophostemon confertus :: Brisbane Box,589 Guerrero St,1,Sidewalk: Curb side : Cutout,Private,11/9/90 0:00,12,2X2,37.76192771,-122.4237141
100883,DPW Maintained,Prunus cerasifera :: Cherry Plum,91 Welsh St,2,Sidewalk: Curb side : Cutout,Private,,6,3x3,37.77929454,-122.3972778
130661,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,1840 Baker St,1,Sidewalk: Curb side : Cutout,Private,,7,Width 3ft,37.7883388,-122.4437963
217713,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1200 Ocean Ave,8,Sidewalk: Curb side : Cutout,Private,,2,Width 0ft,37.72392882,-122.4559348
238075,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,539 Holly Park Cir,1,Sidewalk: Curb side : Cutout,Private,,2,Width 3ft,37.73628521,-122.4207897
234718,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,99 Henry St,1,Sidewalk: Curb side : Cutout,Private,,14,Width 3ft,37.76662738,-122.4331971
26881,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,145 Valencia St,1,Sidewalk: Curb side : Cutout,Private,,18,3X3,37.77116346,-122.4223752
29502,Permitted Site,Lophostemon confertus :: Brisbane Box,1750X Ingalls St,5,Sidewalk: Curb side : Cutout,Private,2/28/06 0:00,8,3X3,37.72805492,-122.3850202
127093,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',3760 Webster St,4,Sidewalk: Curb side : Yard,Private,,17,Width 3ft,37.80561815,-122.4354467
43770,DPW Maintained,Pittosporum undulatum :: Victorian Box,103 19th Ave,2,Sidewalk: Curb side : Cutout,Private,7/26/00 0:00,7,,37.78580722,-122.4787864
22882,DPW Maintained,Lophostemon confertus :: Brisbane Box,12 Valencia St,1,Sidewalk: Curb side : Cutout,DPW,3/1/94 0:00,10,3x3,37.77234958,-122.4226496
195089,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,901 22nd St,6,Sidewalk: Curb side : Cutout,Private,,13,Width 4ft,37.75773283,-122.3906468
253057,DPW Maintained,Lophostemon confertus :: Brisbane Box,451 Donahue St,7,Sidewalk: Curb side : Cutout,Private,7/12/17 0:00,3,Width 5ft,37.72947582,-122.3694678
29691,Permitted Site,Lophostemon confertus :: Brisbane Box,235X Hahn St,5,Sidewalk: Curb side : Cutout,Private,3/17/06 0:00,3,3X3,37.71112929,-122.4161919
228683,DPW Maintained,Lophostemon confertus :: Brisbane Box,62 Hattie St,1,Sidewalk: Curb side : Cutout,Private,,14,Width 3ft,37.76093826,-122.4410193
131615,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,300 North Point St,1,Sidewalk: Curb side : Cutout,Private,,4,Width 4ft,37.80681887,-122.4123223
102682,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2100 Scott St,2,Sidewalk: Curb side : Cutout,Private,,24,4x4,37.78943755,-122.438929
214824,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,121 Foerster St,3,Sidewalk: Curb side : Cutout,Private,,12,Width 3ft,37.72940138,-122.4489126
34264,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',184 25th Ave,2,Sidewalk: Curb side : Cutout,Private,7/14/97 0:00,2,,37.78613068,-122.4850875
88774,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',2580 Broadway,1,Sidewalk: Curb side : Cutout,Private,2/12/16 0:00,3,3x3,37.79374787,-122.4396558
136902,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,2213 Jones St,2,Sidewalk: Curb side : Cutout,Private,,3,Width 4ft,37.80213327,-122.4163573
224755,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',3290 Harrison St,1,Sidewalk: Curb side : Cutout,Private,,19,Width 3ft,37.74541016,-122.4115251
212329,DPW Maintained,Prunus cerasifera :: Cherry Plum,2008 15th Ave,2,Sidewalk: Curb side : Cutout,Private,,3,Width 2ft,37.75044094,-122.471786
16305,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,754 Monterey Blvd,1,Sidewalk: Curb side : Cutout,Private,5/20/10 0:00,18,3X3,37.73162829,-122.4524622
133023,DPW Maintained,Pittosporum undulatum :: Victorian Box,1245 Pine St,1,Sidewalk: Curb side : Cutout,Private,,6,Width 4ft,37.78999873,-122.4169695
138070,DPW Maintained,Prunus cerasifera :: Cherry Plum,1971 BUSH ST,3,Sidewalk: Curb side : Cutout,Private,,8,Width 0ft,37.7874593,-122.4293166
236175,DPW Maintained,Pittosporum undulatum :: Victorian Box,44 Miguel St,1,Front Yard : Yard,Private,,7,,37.73903275,-122.4298304
8009,DPW Maintained,Pittosporum undulatum :: Victorian Box,421 Fulton St,3,Sidewalk: Curb side : Cutout,DPW,,6,3X3,37.77819312,-122.4240272
126945,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',3474 Clay St,1,Sidewalk: Curb side : Cutout,Private,,17,Width 4ft,37.78876513,-122.4500682
65094,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',195 22nd Ave,1,Sidewalk: Curb side : Cutout,Private,6/26/89 0:00,9,,37.78429296,-122.4818973
241891,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1499X Eugenia Ave,5,Sidewalk: Curb side : Cutout,Private,,10,Width 2ft,37.74027311,-122.412334
198070,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,117 Wisconsin St,2,Sidewalk: Curb side : Cutout,Private,,6,Width 3ft,37.76596025,-122.3996637
111386,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',469 Bryant St,2,Sidewalk: Curb side : Cutout,Private,,23,3x3,37.78184829,-122.3950121
234210,DPW Maintained,Pittosporum undulatum :: Victorian Box,35 Grattan St,3,Sidewalk: Curb side : Cutout,Private,,13,Width 4ft,37.76413239,-122.4484031
235430,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2875 Cesar Chavez St,1,Sidewalk: Curb side : Cutout,Private,,2,Width 3ft,37.7484723,-122.4072724
29392,Permitted Site,Lophostemon confertus :: Brisbane Box,3023X Ingalls St,3,Sidewalk: Curb side : Cutout,Private,2/28/06 0:00,6,3x3,37.71994259,-122.3921636
9516,Permitted Site,Pittosporum undulatum :: Victorian Box,1029 Golden Gate Ave,2,Sidewalk: Curb side : Cutout,Private,,12,3x3,37.78005736,-122.427456
196495,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,728 Brannan St,7,Sidewalk: Curb side : Cutout,Private,,1,Width 3ft,37.77456799,-122.4014589
142588,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,2330 Taylor St,4,Sidewalk: Curb side : Cutout,Private,,6,Width 0ft,37.80383292,-122.4148465
90639,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,3222 Cabrillo St,1,Sidewalk: Curb side : Cutout,DPW,4/7/08 0:00,3,3x3,37.7741047,-122.4933796
31721,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,2430 20th Ave,1,Sidewalk: Curb side : Cutout,Private,6/19/95 0:00,9,,37.74240357,-122.4766224
90616,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,2844 Cabrillo St,1,Sidewalk: Curb side : Cutout,DPW,2/18/08 0:00,3,3x3,37.77428983,-122.4892486
15499,DPW Maintained,Pittosporum undulatum :: Victorian Box,2704 Mission St,3,Sidewalk: Curb side : Cutout,Private,,12,3X3,37.75361073,-122.4187327
229359,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,2955 26th St,1,Sidewalk: Curb side : Cutout,Private,,2,Width 6ft,37.74952352,-122.4090756
251071,DPW Maintained,Pittosporum undulatum :: Victorian Box,5200x Geary Blvd,4,Median : Yard,DPW,,1,Width 10ft,37.78050909,-122.4757136
238097,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,954 Florida St,1,Sidewalk: Curb side : Cutout,Private,,5,Width 3ft,37.75665512,-122.4105163
232232,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,40 Fillmore St,3,Sidewalk: Curb side : Cutout,Private,,8,Width 3ft,37.77006768,-122.4299555
13648,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,595 Market St,2,Sidewalk: Curb side : Cutout,DPW,1/19/04 0:00,30,4x4,37.7894741,-122.4009138
219724,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,3235 18th St,4,Sidewalk: Curb side : Cutout,Private,,1,Width 3ft,37.76198211,-122.4157544
25839,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,800X The Embarcadero,3,Sidewalk: Curb side : Cutout,Port,10/30/95 0:00,6,4X4,37.79965881,-122.3982907
12665,DPW Maintained,Pittosporum undulatum :: Victorian Box,1111 Lake St,1,Sidewalk: Curb side : Cutout,Private,3/1/93 0:00,20,3X3,37.78629724,-122.4713786
2195,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1100 Broderick St,1,Sidewalk: Curb side : Cutout,DPW,,15,3X3,37.78051052,-122.4405389
118912,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,787 La Playa,1,Sidewalk: Curb side : Cutout,Private,,9,Width 3ft,37.77364374,-122.5101499
202705,DPW Maintained,Lophostemon confertus :: Brisbane Box,540 Mission Bay Blvd North,6,Sidewalk: Curb side : Cutout,Private,,5,Width 5ft,37.77109026,-122.3902265
128689,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',300 Washington St,1,Sidewalk: Curb side : Cutout,Private,,10,Width 3ft,37.79611169,-122.3992361
185058,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,2201 Yorba St,1,Sidewalk: Property side : Yard,Private,,4,Width 0ft,37.73543397,-122.4904443
214883,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1759 18th Ave,1,Sidewalk: Curb side : Cutout,Private,,9,Width 3ft,37.75495295,-122.4755296
218100,DPW Maintained,Prunus cerasifera :: Cherry Plum,1560 Plymouth Ave,2,Sidewalk: Curb side : Cutout,Private,,2,Width 3ft,37.73046907,-122.4569277
138935,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,626 HAYES ST,1,Sidewalk: Curb side : Cutout,Private,,15,Width 0ft,37.77646751,-122.4268483
133652,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,3301 Van Ness Ave,1,Sidewalk: Curb side : Cutout,Private,,18,Width 3ft,37.80785411,-122.4266126
141824,DPW Maintained,Pittosporum undulatum :: Victorian Box,1010 GOLDEN GATE AVE,1,Sidewalk: Curb side : Cutout,Private,,6,Width 0ft,37.78022053,-122.4273249
251004,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,322 Point Lobos Ave,1,Sidewalk: Curb side : Yard,Private,,1,Width 8ft,37.77999266,-122.5063738
236837,DPW Maintained,Prunus cerasifera :: Cherry Plum,63 Woodland Ave,1,Sidewalk: Curb side : Cutout,Private,,13,Width 3ft,37.76303171,-122.4533106
133904,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2800 Pacific Ave,2,Sidewalk: Curb side : Cutout,Private,,9,Width 3ft,37.79254968,-122.441568
117242,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,635 GROVE ST,14,Sidewalk: Curb side : Cutout,Private,7/5/16 0:00,3,3x3,37.77703248,-122.4272284
192025,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',228 Townsend St,4,Sidewalk: Curb side : Cutout,Private,,15,Width 3ft,37.77815033,-122.3938276
34229,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,3340 Washington St,1,Sidewalk: Curb side : Cutout,Private,6/24/97 0:00,8,,37.78990468,-122.4481544
260870,Planning Code 138.1 required,Lophostemon confertus :: Brisbane Box,198x Eddy St,3,Sidewalk: Curb side : Cutout,Private,10/16/19 0:00,3,3x3,37.784264,-122.4109273
85926,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1726 26th Ave,1,Sidewalk: Curb side : Cutout,DPW,12/20/06 0:00,3,3x3,37.75520744,-122.483982
37863,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,150 Naples St,1,Sidewalk: Curb side : Cutout,Private,10/25/07 0:00,10,3x3,37.72629273,-122.4272022
105998,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,804 22nd St,2,Sidewalk: Curb side : Cutout,Private,,12,5x12,37.75793586,-122.3895409
182461,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2400 Lawton St,1,Sidewalk: Curb side : Cutout,Private,,13,Width 0ft,37.75752821,-122.4886944
110300,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,3521 Alemany Blvd,1,Sidewalk: Curb side : Cutout,Private,,17,3x3,37.71135218,-122.4637845
110275,DPW Maintained,Prunus cerasifera :: Cherry Plum,2612 Scott St,2,Sidewalk: Curb side : Cutout,Private,7/8/16 0:00,3,,37.79419188,-122.4398842
18722,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,132 Roosevelt Way,2,Sidewalk: Curb side : Cutout,DPW,,12,3X3,37.76681712,-122.4387256
140917,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2271 GEARY BLVD,12,Sidewalk: Curb side : Cutout,Private,,2,Width 0ft,37.78302872,-122.4405473
186641,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1401 Sunset Blvd,5,Sidewalk: Curb side : Yard,Private,,9,Width 0ft,37.75979198,-122.495812
67208,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',3663 Sacramento St,1,Sidewalk: Curb side : Cutout,Private,5/13/92 0:00,12,,37.78736198,-122.452936
10868,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1175X Hudson Ave,1,Sidewalk: Curb side : Cutout,DPW,9/16/11 0:00,3,3x3,37.73299005,-122.3816988
19513,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,110X Saint Joseph's Ave,1,Sidewalk: Curb side : Cutout,DPW,,12,3X3,37.78042228,-122.4410874
89398,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1720 Anza St,1,Sidewalk: Curb side : Cutout,DPW,2/7/08 0:00,3,3x3,37.77906453,-122.4667036
135177,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1415 The Embarcadero,10,Sidewalk: Curb side : Cutout,Private,,9,Width 4ft,37.80864838,-122.4131894
142602,DPW Maintained,Pittosporum undulatum :: Victorian Box,700 CHESTNUT ST,2,Sidewalk: Curb side : Cutout,Private,,13,Width 0ft,37.803569,-122.4152898
250902,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,266 29th Ave,1,Sidewalk: Curb side : Yard,Private,,10,Width 4ft,37.78431022,-122.4892598
127887,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1041 Union St,4,Sidewalk: Curb side : Cutout,Private,,5,Width 3ft,37.79944829,-122.4165468
224997,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',283 Dorland St,1,Sidewalk: Curb side : Cutout,Private,,14,Width 3ft,37.76205131,-122.4300327
52361,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,647 Hyde St,1,Sidewalk: Curb side : Cutout,Private,12/14/05 0:00,6,3x3,37.78692263,-122.4166685
48889,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,3132 Clement St,2,Sidewalk: Curb side : Cutout,Private,11/22/02 0:00,8,,37.7817322,-122.4929736
75839,DPW Maintained,Lophostemon confertus :: Brisbane Box,101 Henry Adams St,8,Sidewalk: Curb side : Cutout,Private,,16,,37.76831666,-122.403777
139993,DPW Maintained,Pittosporum undulatum :: Victorian Box,440 FULTON ST,2,Sidewalk: Curb side : Cutout,Private,,3,Width 0ft,37.77870735,-122.4242781
209885,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1719 10th Ave,1,Sidewalk: Curb side : Cutout,Private,,23,Width 3ft,37.75609675,-122.4669204
128420,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',555 California St,6,Sidewalk: Curb side : Cutout,Private,,12,Width 5ft,37.79262823,-122.4038563
250960,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,6636 California St,2,Sidewalk: Curb side : Yard,Private,,13,Width 4ft,37.7837472,-122.4896791
41492,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,3045 Santiago St,1,Sidewalk: Curb side : Cutout,Private,7/7/00 0:00,2,,37.74376613,-122.5002758
236863,DPW Maintained,Prunus cerasifera :: Cherry Plum,1524 Willard St,1,Sidewalk: Curb side : Cutout,Private,,6,Width 3ft,37.76233338,-122.4538236
236688,DPW Maintained,Prunus cerasifera :: Cherry Plum,612 Douglass St,4,Sidewalk: Curb side : Yard,Private,,4,Width 3ft,37.75397947,-122.4388415
99957,DPW Maintained,Lophostemon confertus :: Brisbane Box,308 Laurel St,1,Sidewalk: Curb side : Cutout,Private,6/20/12 0:00,3,7x7,37.78832134,-122.4503399
118601,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,249 Point Lobos Ave,7,Sidewalk: Curb side : Yard,Private,,1,Width 3ft,37.77978717,-122.5058227
193185,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,390 Harrison St,2,Sidewalk: Curb side : Cutout,Private,,2,Width 4ft,37.78699195,-122.3919469
61888,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1579 24th Ave,1,Sidewalk: Curb side : Cutout,Private,3/15/85 0:00,12,,37.75817772,-122.482193
92614,Permitted Site,Lophostemon confertus :: Brisbane Box,77 Van Ness Ave,2,Sidewalk: Curb side : Cutout,Private,8/31/09 0:00,3,3x3,37.77606289,-122.4198502
105161,Significant Tree,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,1600X Oakdale Ave,2,Front Yard : Cutout,Arts Commission,,13,3x3,37.73506905,-122.3910043
9025,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,5344 Geary Blvd,1,Sidewalk: Curb side : Cutout,Private,8/28/15 0:00,12,3X3,37.78059187,-122.4768547
130880,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,520 Leavenworth St,2,Sidewalk: Curb side : Cutout,Private,,9,Width 4ft,37.78599165,-122.4146269
86127,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1674 24th Ave,1,Sidewalk: Curb side : Cutout,DPW,1/18/07 0:00,3,3x3,37.75633841,-122.4819141
38119,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1260 31st Ave,1,Sidewalk: Curb side : Cutout,Private,7/13/98 0:00,11,,37.76377539,-122.4899545
98641,DPW Maintained,Pittosporum undulatum :: Victorian Box,3500X Fillmore St,20,Sidewalk: Curb side : Cutout,SFUSD,,10,3x3,37.80225951,-122.4364549
210377,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,135 Manor Dr,1,Sidewalk: Curb side : Cutout,Private,,7,Width 2ft,37.72866038,-122.4638574
67668,DPW Maintained,Prunus cerasifera :: Cherry Plum,79 Santa Fe Ave,1,Sidewalk: Curb side : Cutout,Private,11/5/92 0:00,1,,37.73374133,-122.4003492
128718,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',550 Jackson St,1,Sidewalk: Curb side : Cutout,Private,,13,Width 3ft,37.79631451,-122.4048037
210235,Permitted Site,Metrosideros excelsa :: New Zealand Xmas Tree,1524 18th Ave,1,Sidewalk: Curb side : Cutout,Private,6/15/83 0:00,13,Width 3ft,37.7593,-122.4756692
52445,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,755 10th Ave,1,Sidewalk: Curb side : Cutout,Private,12/22/05 0:00,6,,37.77412902,-122.4681582
71784,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,335 London St,2,Sidewalk: Curb side : Cutout,Private,9/7/11 0:00,7,3x3,37.72371582,-122.4344008
236079,DPW Maintained,Pittosporum undulatum :: Victorian Box,70 Buena Vista Ter,1,Sidewalk: Curb side : Cutout,Private,,5,Width 3ft,37.76751863,-122.4383081
180399,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,349 Chicago Way,1,Sidewalk: Curb side : Yard,Private,,2,Width 6ft,37.70915664,-122.433423
71813,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,3353 Jackson St,1,Sidewalk: Curb side : Cutout,Private,,13,,37.79042487,-122.4501385
189720,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',628 Carolina St,1,Sidewalk: Curb side : Cutout,Private,,14,Width 3ft,37.76062962,-122.4003108
5818,DPW Maintained,Prunus cerasifera :: Cherry Plum,959 Duncan St,1,Sidewalk: Curb side : Cutout,DPW,,18,3X3,37.7451247,-122.4418101
225289,DPW Maintained,Pittosporum undulatum :: Victorian Box,160 Carmel St,2,Sidewalk: Curb side : Cutout,Private,,7,Width 3ft,37.7608376,-122.4501109
230836,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,271 Castro St,1,Sidewalk: Curb side : Cutout,Private,,9,Width 5ft,37.76450295,-122.4352634
25405,Permitted Site,Arbutus 'Marina' :: Hybrid Strawberry Tree,495X Geneva Ave,9,Sidewalk: Curb side : Cutout,MTA,6/28/96 0:00,12,3X3,37.72082268,-122.4466191
3841,Permitted Site,Lophostemon confertus :: Brisbane Box,210X Cashmere St,3,Sidewalk: Curb side : Cutout,Private,12/11/98 0:00,12,3X4,37.736689,-122.3867791
22616,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1001 Turk St,7,Sidewalk: Curb side : Cutout,Rec/Park,,24,3x5,37.7814354,-122.4243305
208680,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,285 Faxon Ave,2,Sidewalk: Curb side : Cutout,Private,,6,Width 3ft,37.71966239,-122.4602921
67422,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,515 18th Ave,1,Sidewalk: Curb side : Cutout,Private,7/30/92 0:00,8,,37.7781297,-122.4771522
212508,DPW Maintained,Prunus cerasifera :: Cherry Plum,84 Sotelo Ave,2,Sidewalk: Curb side : Yard,Private,,2,Width 4ft,37.74972349,-122.4644978
204987,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,126 Encline Ct,1,Sidewalk: Curb side : Cutout,Private,,4,Width 2ft,37.7418679,-122.4483487
25325,Permitted Site,Metrosideros excelsa :: New Zealand Xmas Tree,755 Ocean Ave,6,Sidewalk: Curb side : Cutout,Private,,12,3X3,37.7228142,-122.4489345
60868,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',37 Capistrano Ave,1,Sidewalk: Curb side : Cutout,Private,4/25/83 0:00,11,,37.72944608,-122.4378172
182403,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1520 35th Ave,1,Sidewalk: Curb side : Pot,Private,,15,Width 0ft,37.75860847,-122.4938997
3325,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,5241 California St,1,Sidewalk: Curb side : Cutout,DPW,,14,2X2,37.78431476,-122.4737781
